Scaffold	GeneID	BioType
NC_031965.2	LOC100711822	protein_coding
NC_031965.2	LOC100711554	protein_coding
NC_031965.2	dhx38	protein_coding
NC_031965.2	LOC102076343	lncRNA
NC_031965.2	zfhx3	protein_coding
NC_031965.2	LOC102076488	lncRNA
NC_031965.2	LOC100690724	protein_coding
NC_031965.2	crispld2	protein_coding
NC_031965.2	usp10	protein_coding
NC_031965.2	marveld3	protein_coding
NC_031965.2	phlpp2	protein_coding
NC_031965.2	ap1g1	protein_coding
NC_031965.2	znf821	protein_coding
NC_031965.2	atxn1l	protein_coding
NC_031965.2	mtmr10	protein_coding
NC_031965.2	myo1e	protein_coding
NC_031965.2	rnf111	protein_coding
NC_031965.2	sltm	protein_coding
NC_031965.2	mindy2	protein_coding
NC_031965.2	adam10	protein_coding
NC_031965.2	lipc	protein_coding
NC_031965.2	aqp9	protein_coding
NC_031965.2	aldh1a2	protein_coding
NC_031965.2	polr2m	protein_coding
NC_031965.2	LOC100710390	protein_coding
NC_031965.2	cgnl1	protein_coding
NC_031965.2	tcf12	protein_coding
NC_031965.2	znf280d	protein_coding
NC_031965.2	mns1	protein_coding
NC_031965.2	tex9	protein_coding
NC_031965.2	rfx7	protein_coding
NC_031965.2	nedd4	protein_coding
NC_031965.2	prtg	protein_coding
NC_031965.2	ccpg1	protein_coding
NC_031965.2	pigb	protein_coding
NC_031965.2	pigbos1	protein_coding
NC_031965.2	rab27a	protein_coding
NC_031965.2	vrk3	protein_coding
NC_031965.2	LOC102081663	protein_coding
NC_031965.2	LOC100707703	protein_coding
NC_031965.2	LOC102081892	protein_coding
NC_031965.2	nudt21	protein_coding
NC_031965.2	ogfod1	protein_coding
NC_031965.2	tradd	protein_coding
NC_031965.2	LOC100707702	protein_coding
NC_031965.2	cog4	protein_coding
NC_031965.2	LOC100707168	protein_coding
NC_031965.2	gfod2	protein_coding
NC_031965.2	thap11	protein_coding
NC_031965.2	LOC100706636	protein_coding
NC_031965.2	LOC100706368	protein_coding
NC_031965.2	cmtr2	protein_coding
NC_031965.2	LOC100707167	protein_coding
NC_031965.2	LOC112846706	lncRNA
NC_031965.2	got2	protein_coding
NC_031965.2	slc38a7	protein_coding
NC_031965.2	LOC100706635	protein_coding
NC_031965.2	LOC100705578	protein_coding
NC_031965.2	LOC100705311	protein_coding
NC_031965.2	strc	protein_coding
NC_031965.2	LOC100705046	protein_coding
NC_031965.2	fes	protein_coding
NC_031965.2	LOC100706367	protein_coding
NC_031965.2	LOC106098012	lncRNA
NC_031965.2	kif7	protein_coding
NC_031965.2	LOC100704236	protein_coding
NC_031965.2	LOC100703965	protein_coding
NC_031965.2	LOC102077336	protein_coding
NC_031965.2	LOC100703698	protein_coding
NC_031965.2	pdcd5	protein_coding
NC_031965.2	mvd	protein_coding
NC_031965.2	LOC100705310	protein_coding
NC_031965.2	tcf25	protein_coding
NC_031965.2	mc1r	protein_coding
NC_031965.2	def8	protein_coding
NC_031965.2	LOC100702885	protein_coding
NC_031965.2	dbndd1	protein_coding
NC_031965.2	mthfsd	protein_coding
NC_031965.2	foxf1	protein_coding
NC_031965.2	LOC102079055	lncRNA
NC_031965.2	irf8	protein_coding
NC_031965.2	LOC100702083	protein_coding
NC_031965.2	LOC100703964	protein_coding
NC_031965.2	emc8	protein_coding
NC_031965.2	gins2	protein_coding
NC_031965.2	gse1	protein_coding
NC_031965.2	LOC112846748	lncRNA
NC_031965.2	LOC102079963	protein_coding
NC_031965.2	LOC106098010	protein_coding
NC_031965.2	atmin	protein_coding
NC_031965.2	cenpn	protein_coding
NC_031965.2	cmc2	protein_coding
NC_031965.2	cdyl2	protein_coding
NC_031965.2	LOC112847669	protein_coding
NC_031965.2	LOC112846755	lncRNA
NC_031965.2	LOC100702616	protein_coding
NC_031965.2	LOC100700723	protein_coding
NC_031965.2	LOC100702345	protein_coding
NC_031965.2	spon1	protein_coding
NC_031965.2	kiaa1549l	protein_coding
NC_031965.2	hipk3	protein_coding
NC_031965.2	cstf3	protein_coding
NC_031965.2	depdc7	protein_coding
NC_031965.2	qser1	protein_coding
NC_031965.2	prrg4	protein_coding
NC_031965.2	eif3m	protein_coding
NC_031965.2	LOC100701078	protein_coding
NC_031965.2	rcn1	protein_coding
NC_031965.2	pax6	protein_coding
NC_031965.2	elp4	protein_coding
NC_031965.2	immp1l	protein_coding
NC_031965.2	LOC102075961	lncRNA
NC_031965.2	LOC100698564	protein_coding
NC_031965.2	LOC100699911	protein_coding
NC_031965.2	LOC100698303	protein_coding
NC_031965.2	csmd1	protein_coding
NC_031965.2	LOC102076176	protein_coding
NC_031965.2	ddx21	protein_coding
NC_031965.2	LOC100699462	protein_coding
NC_031965.2	LOC109202912	protein_coding
NC_031965.2	LOC102081219	protein_coding
NC_031965.2	LOC106098011	lncRNA
NC_031965.2	vps26a	protein_coding
NC_031965.2	srgn	protein_coding
NC_031965.2	kif1bp	protein_coding
NC_031965.2	LOC100697501	protein_coding
NC_031965.2	LOC100693640	protein_coding
NC_031965.2	hk1	protein_coding
NC_031965.2	tacr2	protein_coding
NC_031965.2	tspan15	protein_coding
NC_031965.2	LOC109202300	lncRNA
NC_031965.2	LOC109202284	lncRNA
NC_031965.2	LOC102081738	protein_coding
NC_031965.2	dna2	protein_coding
NC_031965.2	pbld	protein_coding
NC_031965.2	LOC100694714	protein_coding
NC_031965.2	rufy2	protein_coding
NC_031965.2	LOC100694973	protein_coding
NC_031965.2	fam120b	protein_coding
NC_031965.2	dll1	protein_coding
NC_031965.2	mis12	protein_coding
NC_031965.2	ppm1g	protein_coding
NC_031965.2	LOC112846795	lncRNA
NC_031965.2	LOC100696298	protein_coding
NC_031965.2	pdcd2	protein_coding
NC_031965.2	tbp	protein_coding
NC_031965.2	psmc3	protein_coding
NC_031965.2	psmb1	protein_coding
NC_031965.2	phf10	protein_coding
NC_031965.2	LOC109202366	protein_coding
NC_031965.2	rab4a	protein_coding
NC_031965.2	ccsap	protein_coding
NC_031965.2	LOC100534413	protein_coding
NC_031965.2	abcb10	protein_coding
NC_031965.2	urb2	protein_coding
NC_031965.2	galnt2	protein_coding
NC_031965.2	LOC100698697	protein_coding
NC_031965.2	cenpf	protein_coding
NC_031965.2	LOC100699231	protein_coding
NC_031965.2	cgref1	protein_coding
NC_031965.2	efcab2	protein_coding
NC_031965.2	LOC100699774	protein_coding
NC_031965.2	LOC100707845	protein_coding
NC_031965.2	LOC102077314	protein_coding
NC_031965.2	LOC100700039	protein_coding
NC_031965.2	LOC100700311	protein_coding
NC_031965.2	LOC100700589	protein_coding
NC_031965.2	sccpdh	protein_coding
NC_031965.2	tfb2m	protein_coding
NC_031965.2	cnst	protein_coding
NC_031965.2	LOC100701129	protein_coding
NC_031965.2	smyd3	protein_coding
NC_031965.2	kif26b	protein_coding
NC_031965.2	LOC100701949	protein_coding
NC_031965.2	ahctf1	protein_coding
NC_031965.2	LOC102079258	protein_coding
NC_031965.2	LOC100702483	protein_coding
NC_031965.2	LOC100702754	protein_coding
NC_031965.2	LOC100703022	protein_coding
NC_031965.2	kctd3	protein_coding
NC_031965.2	ush2a	protein_coding
NC_031965.2	esrrg	protein_coding
NC_031965.2	LOC112846874	protein_coding
NC_031965.2	spata17	protein_coding
NC_031965.2	greb1	protein_coding
NC_031965.2	LOC100705181	protein_coding
NC_031965.2	LOC100692289	protein_coding
NC_031965.2	LOC112846884	protein_coding
NC_031965.2	ddias	protein_coding
NC_031965.2	LOC102081220	protein_coding
NC_031965.2	LOC100705710	protein_coding
NC_031965.2	LOC102081448	protein_coding
NC_031965.2	LOC100692560	protein_coding
NC_031965.2	nip7	protein_coding
NC_031965.2	LOC112846895	lncRNA
NC_031965.2	LOC100705969	protein_coding
NC_031965.2	LOC102082025	protein_coding
NC_031965.2	zdhhc7	protein_coding
NC_031965.2	rgs9bp	protein_coding
NC_031965.2	LOC102076090	lncRNA
NC_031965.2	LOC112846896	protein_coding
NC_031965.2	LOC100695459	protein_coding
NC_031965.2	LOC100706606	protein_coding
NC_031965.2	slc7a9	protein_coding
NC_031965.2	LOC100693207	protein_coding
NC_031965.2	mdga1	protein_coding
NC_031965.2	styx	protein_coding
NC_031965.2	gnpnat1	protein_coding
NC_031965.2	amfr	protein_coding
NC_031965.2	LOC100698904	protein_coding
NC_031965.2	LOC109202439	protein_coding
NC_031965.2	LOC100698635	protein_coding
NC_031965.2	LOC100699171	protein_coding
NC_031965.2	nfatc3	protein_coding
NC_031965.2	ddx28	protein_coding
NC_031965.2	LOC100700242	protein_coding
NC_031965.2	LOC100708395	protein_coding
NC_031965.2	fbxo22	protein_coding
NC_031965.2	LOC100700520	protein_coding
NC_031965.2	LOC100711161	protein_coding
NC_031965.2	LOC100700785	protein_coding
NC_031965.2	LOC100690696	protein_coding
NC_031965.2	nmb	protein_coding
NC_031965.2	sec11a	protein_coding
NC_031965.2	LOC100701328	protein_coding
NC_031965.2	LOC100694290	protein_coding
NC_031965.2	trnah-gug	tRNA
NC_031965.2	LOC100701599	protein_coding
NC_031965.2	wdr76	protein_coding
NC_031965.2	LOC100702144	protein_coding
NC_031965.2	LOC100696842	protein_coding
NC_031965.2	LOC109202469	lncRNA
NC_031965.2	LOC100699974	protein_coding
NC_031965.2	LOC100702682	protein_coding
NC_031965.2	LOC100702411	protein_coding
NC_031965.2	LOC100702949	protein_coding
NC_031965.2	LOC106096958	lncRNA
NC_031965.2	LOC100703221	protein_coding
NC_031965.2	serf2	protein_coding
NC_031965.2	LOC112846930	lncRNA
NC_031965.2	LOC112846928	lncRNA
NC_031965.2	LOC100703490	protein_coding
NC_031965.2	wdr93	protein_coding
NC_031965.2	LOC112846933	lncRNA
NC_031965.2	LOC100534508	protein_coding
NC_031965.2	sppl2a	protein_coding
NC_031965.2	trpm7	protein_coding
NC_031965.2	LOC112847489	snRNA
NC_031965.2	LOC112847428	snRNA
NC_031965.2	LOC112847435	snRNA
NC_031965.2	LOC112847436	snRNA
NC_031965.2	LOC112847437	snRNA
NC_031965.2	LOC112847487	snRNA
NC_031965.2	LOC112847484	snRNA
NC_031965.2	LOC112847438	snRNA
NC_031965.2	LOC112847439	snRNA
NC_031965.2	LOC112847488	snRNA
NC_031965.2	LOC112847440	snRNA
NC_031965.2	LOC112847411	snRNA
NC_031965.2	LOC112847441	snRNA
NC_031965.2	LOC112847412	snRNA
NC_031965.2	LOC112847482	snRNA
NC_031965.2	LOC112847413	snRNA
NC_031965.2	LOC112847442	snRNA
NC_031965.2	LOC112847444	snRNA
NC_031965.2	LOC112847485	snRNA
NC_031965.2	LOC112847445	snRNA
NC_031965.2	LOC112847415	snRNA
NC_031965.2	LOC112847486	snRNA
NC_031965.2	LOC112847421	snRNA
NC_031965.2	LOC112847446	snRNA
NC_031965.2	LOC112847447	snRNA
NC_031965.2	LOC112847419	snRNA
NC_031965.2	LOC112847416	snRNA
NC_031965.2	LOC112847417	snRNA
NC_031965.2	LOC112847448	snRNA
NC_031965.2	LOC112847449	snRNA
NC_031965.2	LOC112847450	snRNA
NC_031965.2	LOC112847452	snRNA
NC_031965.2	LOC112847453	snRNA
NC_031965.2	LOC112847454	snRNA
NC_031965.2	LOC112847457	snRNA
NC_031965.2	LOC112847458	snRNA
NC_031965.2	LOC112847459	snRNA
NC_031965.2	LOC112847460	snRNA
NC_031965.2	LOC112847462	snRNA
NC_031965.2	LOC112847418	snRNA
NC_031965.2	LOC112847464	snRNA
NC_031965.2	LOC112847465	snRNA
NC_031965.2	LOC112847466	snRNA
NC_031965.2	LOC112847469	snRNA
NC_031965.2	LOC112847471	snRNA
NC_031965.2	LOC112847472	snRNA
NC_031965.2	LOC112847473	snRNA
NC_031965.2	LOC112847474	snRNA
NC_031965.2	LOC112847477	snRNA
NC_031965.2	LOC112847479	snRNA
NC_031965.2	LOC112847410	snRNA
NC_031965.2	LOC100699619	protein_coding
NC_031965.2	LOC100702054	protein_coding
NC_031965.2	LOC100704034	protein_coding
NC_031965.2	LOC100704305	protein_coding
NC_031965.2	fam214a	protein_coding
NC_031965.2	onecut1	protein_coding
NC_031965.2	LOC112846739	lncRNA
NC_031965.2	unc13c	protein_coding
NC_031965.2	LOC100705111	protein_coding
NC_031965.2	LOC100705376	protein_coding
NC_031965.2	LOC100705642	protein_coding
NC_031965.2	LOC112846942	protein_coding
NC_031965.2	insyn1	protein_coding
NC_031965.2	LOC109201939	lncRNA
NC_031965.2	cd276	protein_coding
NC_031965.2	ubl7	protein_coding
NC_031965.2	LOC100690887	protein_coding
NC_031965.2	LOC112846950	lncRNA
NC_031965.2	LOC100693039	protein_coding
NC_031965.2	LOC100696671	protein_coding
NC_031965.2	LOC100706970	protein_coding
NC_031965.2	LOC109202488	protein_coding
NC_031965.2	LOC100707235	protein_coding
NC_031965.2	chrna5	protein_coding
NC_031965.2	LOC100708034	protein_coding
NC_031965.2	LOC112846963	lncRNA
NC_031965.2	LOC102077353	protein_coding
NC_031965.2	LOC100708305	protein_coding
NC_031965.2	LOC100699344	pseudogene
NC_031965.2	LOC102077549	protein_coding
NC_031965.2	LOC102076597	protein_coding
NC_031965.2	LOC100708842	protein_coding
NC_031965.2	rec114	protein_coding
NC_031965.2	LOC102076947	lncRNA
NC_031965.2	hcn4	protein_coding
NC_031965.2	LOC112846790	lncRNA
NC_031965.2	LOC100709652	protein_coding
NC_031965.2	LOC109202511	protein_coding
NC_031965.2	dhdh	protein_coding
NC_031965.2	pkm	protein_coding
NC_031965.2	parp6	protein_coding
NC_031965.2	LOC106098091	lncRNA
NC_031965.2	LOC112846977	lncRNA
NC_031965.2	LOC100710449	protein_coding
NC_031965.2	LOC100710716	protein_coding
NC_031965.2	LOC109202560	lncRNA
NC_031965.2	LOC100711249	protein_coding
NC_031965.2	slc12a4	protein_coding
NC_031965.2	slc6a2	protein_coding
NC_031965.2	lpcat2	protein_coding
NC_031965.2	mmp2	protein_coding
NC_031965.2	irx6	protein_coding
NC_031965.2	LOC109202573	lncRNA
NC_031965.2	irx5	protein_coding
NC_031965.2	LOC102079312	lncRNA
NC_031965.2	LOC112846871	lncRNA
NC_031965.2	irx3	protein_coding
NC_031965.2	fto	protein_coding
NC_031965.2	LOC112846991	lncRNA
NC_031965.2	LOC112846989	lncRNA
NC_031965.2	aktip	protein_coding
NC_031965.2	chd9	protein_coding
NC_031965.2	LOC109202609	lncRNA
NC_031965.2	LOC112847008	lncRNA
NC_031965.2	rbl2	protein_coding
NC_031965.2	LOC102080475	lncRNA
NC_031965.2	LOC102080571	lncRNA
NC_031965.2	tox3	protein_coding
NC_031965.2	LOC102080714	lncRNA
NC_031965.2	sall1	protein_coding
NC_031965.2	LOC109202623	lncRNA
NC_031965.2	cyld	protein_coding
NC_031965.2	nod2	protein_coding
NC_031965.2	nkd1	protein_coding
NC_031965.2	brd7	protein_coding
NC_031965.2	adcy7	protein_coding
NC_031965.2	tent4b	protein_coding
NC_031965.2	heatr3	protein_coding
NC_031965.2	cnep1r1	protein_coding
NC_031965.2	LOC100704032	protein_coding
NC_031965.2	nat1	protein_coding
NC_031965.2	sdr42e1	protein_coding
NC_031965.2	LOC100691047	protein_coding
NC_031965.2	LOC100704840	protein_coding
NC_031965.2	kiaa0355	protein_coding
NC_031965.2	ss18l2	protein_coding
NC_031965.2	lsm14a	protein_coding
NC_031965.2	LOC109202667	protein_coding
NC_031965.2	kctd15	protein_coding
NC_031965.2	LOC106097729	lncRNA
NC_031965.2	LOC100692394	protein_coding
NC_031965.2	LOC109202683	protein_coding
NC_031965.2	LOC109202681	protein_coding
NC_031965.2	LOC112847047	lncRNA
NC_031965.2	LOC112847049	lncRNA
NC_031965.2	LOC109202693	lncRNA
NC_031965.2	LOC112847048	lncRNA
NC_031965.2	LOC109202729	lncRNA
NC_031965.2	LOC109202686	protein_coding
NC_031965.2	LOC109202703	protein_coding
NC_031965.2	pepd	protein_coding
NC_031965.2	LOC112846277	lncRNA
NC_031965.2	thsd4	protein_coding
NC_031965.2	lrrc49	protein_coding
NC_031965.2	LOC100693209	protein_coding
NC_031965.2	tm2d3	protein_coding
NC_031965.2	LOC100693747	protein_coding
NC_031965.2	ulk3	protein_coding
NC_031965.2	LOC100694292	protein_coding
NC_031965.2	cplx3	protein_coding
NC_031965.2	csk	protein_coding
NC_031965.2	edc3	protein_coding
NC_031965.2	cyp1a	protein_coding
NC_031965.2	LOC109202743	lncRNA
NC_031965.2	LOC100695086	protein_coding
NC_031965.2	LOC100695353	protein_coding
NC_031965.2	LOC102077296	protein_coding
NC_031965.2	LOC106096445	protein_coding
NC_031965.2	LOC102076948	protein_coding
NC_031965.2	LOC100695615	protein_coding
NC_031965.2	fam219b	protein_coding
NC_031965.2	LOC100707142	protein_coding
NC_031965.2	LOC100696143	protein_coding
NC_031965.2	lrrc28	protein_coding
NC_031965.2	LOC100707581	protein_coding
NC_031965.2	ap3s2	protein_coding
NC_031965.2	LOC100696673	protein_coding
NC_031965.2	LOC100708125	protein_coding
NC_031965.2	LOC100696938	protein_coding
NC_031965.2	LOC102078011	protein_coding
NC_031965.2	LOC100697206	protein_coding
NC_031965.2	akap13	protein_coding
NC_031965.2	LOC109202752	lncRNA
NC_031965.2	LOC112847085	lncRNA
NC_031965.2	ntrk3	protein_coding
NC_031965.2	LOC102079506	lncRNA
NC_031965.2	LOC112847087	lncRNA
NC_031965.2	LOC112846925	lncRNA
NC_031965.2	LOC112846514	lncRNA
NC_031965.2	LOC112847089	protein_coding
NC_031965.2	LOC112847090	lncRNA
NC_031965.2	mrpl46	protein_coding
NC_031965.2	mrps11	protein_coding
NC_031965.2	pdpr	protein_coding
NC_031965.2	LOC100698807	protein_coding
NC_031965.2	LOC112847406	lncRNA
NC_031965.2	LOC100699079	protein_coding
NC_031965.2	LOC100699346	protein_coding
NC_031965.2	tdp1	protein_coding
NC_031965.2	eprs	protein_coding
NC_031965.2	glo1	protein_coding
NC_031965.2	LOC100534518	protein_coding
NC_031965.2	LOC100700148	protein_coding
NC_031965.2	LOC102081548	lncRNA
NC_031965.2	LOC100700424	protein_coding
NC_031965.2	LOC100700693	protein_coding
NC_031965.2	LOC100700960	protein_coding
NC_031965.2	LOC100701236	protein_coding
NC_031965.2	LOC112847117	lncRNA
NC_031965.2	abcc12	protein_coding
NC_031965.2	LOC100701781	protein_coding
NC_031965.2	cep89	protein_coding
NC_031965.2	LOC109202788	protein_coding
NC_031965.2	rhpn2	protein_coding
NC_031965.2	LOC100702855	protein_coding
NC_031965.2	lrp3	protein_coding
NC_031965.2	trnat-agu	tRNA
NC_031965.2	dnaja2	protein_coding
NC_031965.2	LOC112847121	lncRNA
NC_031965.2	neto2	protein_coding
NC_031965.2	itfg1	protein_coding
NC_031965.2	LOC112847125	lncRNA
NC_031965.2	phkb	protein_coding
NC_031965.2	adamts18	protein_coding
NC_031965.2	LOC112846957	lncRNA
NC_031965.2	LOC102083236	lncRNA
NC_031965.2	LOC109202953	lncRNA
NC_031965.2	LOC109202961	lncRNA
NC_031965.2	LOC112847128	lncRNA
NC_031965.2	cdh8	protein_coding
NC_031965.2	LOC112847397	lncRNA
NC_031965.2	LOC102075739	lncRNA
NC_031965.2	LOC109202976	protein_coding
NC_031965.2	LOC102075800	lncRNA
NC_031965.2	LOC100704477	protein_coding
NC_031965.2	LOC100711702	protein_coding
NC_031965.2	LOC100704746	protein_coding
NC_031965.2	slc7a6	protein_coding
NC_031965.2	LOC109202419	protein_coding
NC_031965.2	slc7a6os	protein_coding
NC_031965.2	LOC102077106	protein_coding
NC_031965.2	LOC100705283	protein_coding
NC_031965.2	LOC100705549	protein_coding
NC_031965.2	LOC102077352	protein_coding
NC_031965.2	LOC102077445	protein_coding
NC_031965.2	LOC109203026	protein_coding
NC_031965.2	LOC102077547	protein_coding
NC_031965.2	LOC102078388	protein_coding
NC_031965.2	LOC100712239	protein_coding
NC_031965.2	LOC102077719	lncRNA
NC_031965.2	LOC100706076	protein_coding
NC_031965.2	LOC112847147	protein_coding
NC_031965.2	LOC109202436	lncRNA
NC_031965.2	LOC109202808	protein_coding
NC_031965.2	LOC112847160	lncRNA
NC_031965.2	LOC106097842	lncRNA
NC_031965.2	LOC100706608	protein_coding
NC_031965.2	LOC109202805	protein_coding
NC_031965.2	LOC109202809	protein_coding
NC_031965.2	LOC109203268	lncRNA
NC_031965.2	mmp15	protein_coding
NC_031965.2	dhcr7	protein_coding
NC_031965.2	LOC100690420	protein_coding
NC_031965.2	trnap-agg	tRNA
NC_031965.2	trnap-agg	tRNA
NC_031965.2	LOC102078972	protein_coding
NC_031965.2	dpy19l3	protein_coding
NC_031965.2	znf507	protein_coding
NC_031965.2	LOC100707680	protein_coding
NC_031965.2	vps13c	protein_coding
NC_031965.2	LOC100691312	protein_coding
NC_031965.2	LOC100691584	protein_coding
NC_031965.2	LOC100708221	protein_coding
NC_031965.2	LOC102079176	protein_coding
NC_031965.2	LOC100708488	protein_coding
NC_031965.2	LOC102080038	lncRNA
NC_031965.2	LOC106097084	protein_coding
NC_031965.2	LOC102079946	lncRNA
NC_031965.2	LOC102079805	lncRNA
NC_031965.2	LOC100709027	protein_coding
NC_031965.2	zdhhc1	protein_coding
NC_031965.2	LOC112847181	lncRNA
NC_031965.2	LOC106098723	lncRNA
NC_031965.2	hsd11b2	protein_coding
NC_031965.2	LOC112847184	lncRNA
NC_031965.2	LOC112847185	lncRNA
NC_031965.2	trnaq-cug	tRNA
NC_031965.2	LOC100709568	protein_coding
NC_031965.2	LOC100692119	protein_coding
NC_031965.2	LOC100692392	protein_coding
NC_031965.2	LOC100709838	protein_coding
NC_031965.2	LOC100710105	protein_coding
NC_031965.2	LOC106096442	protein_coding
NC_031965.2	LOC100710633	protein_coding
NC_031965.2	cebpg	protein_coding
NC_031965.2	cebpa	protein_coding
NC_031965.2	LOC109203095	lncRNA
NC_031965.2	LOC112846887	lncRNA
NC_031965.2	LOC112847394	lncRNA
NC_031965.2	gpatch1	protein_coding
NC_031965.2	LOC100711704	pseudogene
NC_031965.2	LOC112847205	lncRNA
NC_031965.2	wdr88	protein_coding
NC_031965.2	wdr59	protein_coding
NC_031965.2	nob1	protein_coding
NC_031965.2	cog8	protein_coding
NC_031965.2	katnb1	protein_coding
NC_031965.2	kifc3	protein_coding
NC_031965.2	LOC112847213	lncRNA
NC_031965.2	LOC112847214	lncRNA
NC_031965.2	LOC100690422	protein_coding
NC_031965.2	anxa2	protein_coding
NC_031965.2	LOC112847216	lncRNA
NC_031965.2	LOC109203108	lncRNA
NC_031965.2	LOC100690698	protein_coding
NC_031965.2	LOC106098050	lncRNA
NC_031965.2	LOC102075497	lncRNA
NC_031965.2	gtf2a2	protein_coding
NC_031965.2	LOC100691227	protein_coding
NC_031965.2	LOC112847223	lncRNA
NC_031965.2	LOC100691497	protein_coding
NC_031965.2	LOC112847246	lncRNA
NC_031965.2	LOC100691763	protein_coding
NC_031965.2	LOC100692035	protein_coding
NC_031965.2	LOC100694013	protein_coding
NC_031965.2	LOC100692305	protein_coding
NC_031965.2	LOC112847248	lncRNA
NC_031965.2	gpn1	protein_coding
NC_031965.2	LOC102076855	protein_coding
